Tweets
Animal movie team reading all the feminist protest tweets and posts on social media
Tomorrow Morning 🔥  BGM Mixy Level Output is coming 🤙  #AnimalTheMovie Mass BGM will be uploaded on our website (bgmmixy.in) 🔥  Follow @BgmMixy & Stay Tuned with Full Sounds 🎧🎚🤙  #AnimalMovie #ANIMAL #RanbirKapoor #AnimalPark #AnimalTheFilm
#Animal worldwide collections — Heading towards 1000Cr mark:  #AnimalMovie #AnimalTheFilm https://tracktollywood.com/animal-worldwide-collections-heading-towards-1000cr-mark/
Which one character is more powerful ???  Like - Alpha Rt - Vikram Rathore.  Alpha eat 100 Rathore in his attitude and his Swag....!!!  #AnimalTheMovie #AnimalMovie #AnimalMovieReview #RanbirKapoor𓃵 #ShahRukhKhan𓀠 #Dunki #Salaar
"No Hate to #RanbirKapoor but this statement doesn’t justify his actions in #Animal !!  He said “He has a responsibility to portray a certain value system” but you guys have seen what value system he portrayed in the movie.   If you speak something like this, take a stand please!"
ᴘᴇʜʟᴇ ʙʜɪ ᴍᴀɪɴ ᴛᴜᴍꜱᴇ ᴍɪʟᴀ ʜᴏᴏɴ ᴘᴇʜʟɪ ᴅᴀꜰᴀ ʜɪ ᴍɪʟᴋᴇ ʟᴀɢᴀ ᴛᴏᴏɴᴇ ᴄʜʜᴜᴀ ᴢᴀᴋʜᴍᴏɴ ᴋᴏ ᴍᴇʀᴇ ᴍᴀʀʜᴀᴍ ᴍᴀʀʜᴀᴍ ᴅɪʟ ᴘᴇ ʟᴀɢᴀ 🥰 @AapkiSanu ❤️😘 #AnimalTheFilm #RanbirKaapor #AnimalMovie
My mom was like Bigg boss du eesala task antu est cruel aag madidare yappa! I was like ANIMAL nodkond bandidini iramma 💀  It was the movie Bollywood wanted from so long manh!
"Ranbir needed Animal and Animal needed Ranbir, as simple as that!! What a movie!  Brilliant, Breathtaking, Original, Graphic!! What we craved for in Bollywood, Mr. @imvangasandeep has given just that! #AnimalTheMovie #AnimalPark #SandeepReddyVanga #RanbirKapoor"
#AnimalMovie 5 Days Australia Gross is A$ 2.84 Million 👌  Highest Grosser of Ranbir Kapoor 👍
🔥𝘼𝙣𝙞𝙢𝙖𝙡🔥  RK ❤️ #AnimalPark #RanbirKapoor𓃵 #AnimalMovie #Ranbir
Blockbuster movies #AnimalMovie #AnimalTheMovie
What a movie #Animal 👌💥💥  #RanbirKapoor𓃵  performance is awesome   BGM is mind blowing 💥
🔥𝘼𝙣𝙞𝙢𝙖𝙡🔥   #AnimalPark #RanbirKapoor𓃵 #AnimalMovie #Ranbir
Zindgii me itna hi sakoon hai jitna animal movie me bobby deol ka character hai 😂
"It will take quite sometime for me to get over this movie 😬😬  @imvangasandeep what have you made, this will be extremely tough for others to match🙏🙏  Never seen any movie like this in my 30 years of existence thus far🔥🔥🔥🔥  #Animal #AnimalTheMovie"
#Animal Movie Review  “Animal movie इतनी वाहयात है की इसको Animal भी रिजेक्ट कर देंगे”
Animal Film Par Aapka Kya Kehna Hai ? #AnimalTheMovie #AnimalBoxOffice #AnimalMovie #AnimalInCinemasNow #ANIMAL
The idea of #AnimalMovie  in college scene taken from #wardogs #Hollywood .... . #COVID19 #AnimalTheMovie #AnimalBoxOffice #AnimalMovie #RanbirKapoor𓃵 #SandeepReddyVanga #AnilKapoorFighter #HrithikRoshan #FighterTeaser #DunkiDrop5 #animalsprite #animal2026 #War2 #SaiPallavi
Unreal hype for animal everywhere Reels Twitter Fb RL  Har jgh sirf Animal  Last movie to get such hype?
"Keeping the title 'Animal' is a brave move for sure. In the age of larger-than-life characters in action films, be they spy movies or some Robin Hood narratives, wherein all the action (read violence) is justified to leave a great aftertaste. This movie is honest in terms of what it offers."""
"People are loving the explicit sex scenes in #Animal. So, it's funny the same audience wanted a ban on movies like #LipstickUndertheBurqa, #Fire or had issues with #VeereDiWedding, #ThankYouForComing.  It's basically problematic when women take agency of their sexuality."
Perspective and mindset is everything. There is so many good things about Animal movie. 1.Father and Son relationship is perfectly captured 2. Imbalance in Work life balance can have negative impact on family members 3.Loyalty is everything and cheating cant be forgiven
50 rs ke liye animal movie ko best movie bata rahe so called influencers .. Hadd Haj
I love animals. They are in many cases better than humans. They are pretty straightforward and not manipulative like humans. Oh wait.. Koi Animal naam ki movie ai hai?
Sax Sux nhi hein toh mja nhi😆.... animal movie ne romantic movie keise bonti hein ek brhiya sa  example set kor diya
"Nothing, just Bobby Deol watching his dialogues in the Animal movie."
"Vanga haters are saying that they decided not to watch the movie bcz it is too much for them & still coming to watch it in theatres just to see what Ranbir Kapoor has done.  The sad part is, in every project #RanbirKapoor𓃵 will take after #AnimalTheFilm, he will either ask directors not to put the *SUPERSTAR* tag or ask them to remove it just like he told Vanga. He is that kind of an actor.   If it happens, it will be the director’s responsibility to remind him how essential to use the tag before his name. They should remind him of the power he holds over the audience & aspiring actors, how important his craft is for Indian cinema & how necessary it is to show every struggling character actor out there that they can be a superstar without any PR or social media presence or producer back-up if they can just ACT well."
@BBCHindi hi bbc I have read ur thoughts abt animal movie I think in movie less blood and guns comparing to ur daily News just look around the world everyone killing each other and all they are hero in their country.
Q: What are the things you didn’t like in #Animal?  #AnimalMovie #AnimalPark
What is this attitude Mr #ShahRukhKhan𓃵 ???  Is this how you can speak with a woman like this???  Feminists are busy in trolling #AnimalMovie and #SandeepReddyVanga...  @Chinmayi why didn't you condemn this statement now?? @Samanthaprabhu2 #DunkiDrop4 #DunkiTrailer #SalaarComingBloodySoon #SalaarVsDunki #AnimalTheMovie #RanbirKapoor𓃵
Finally after 4 years went to the theatre to watch Bollywood Movie. #RanbirKapoor in #Animal #AnimalTheMovie is stealing the show 🔥.  Rating 9/10
#Animal #AnimalMovie Hera thakur 💚✨✨
ANR’s ANIMAL 🤣 #ANIMAL #AnimalBoxOffice #AnimalMovie #AnimalPark @AnimalTheFilm #bist100 #BorisJohnson #ChennaiFloods
“Disturbing truth about Muslim representation in Animal and beyond”  Spare 5 minutes to read this review of Ranbir’s latest movie Animal and its portrayal of Muslims. By @anasthinks https://medium.com/@anasghayas/the-disturbing-truth-about-muslim-representation-in-animal-and-beyond-0f2856ec6efa
"Watching #Animal, this movie should not be watched by those who are below 18 and also by those who are above 18 🙏"
"Sir, honestly the cultural shift has begun long back& actually is a constant process. Just being in the industry which works on past numbers,we siege to observe it. Movies like Animal, when hits hard making caves into its belief system, industry chooses denial mode. @RGVzoomin"
"The biggest disclaimer about all the savage & uncivilised acts committed by the Lead actor in the movie Animal, is the title itself.   “Animal”  What do you expect an animal to do? Look for a mate which is most suited to rear babies.   The issue with the movie is its runtime & editing, not its dialogues or portrayal. Spare us the nonsense."
Everyone is telling me to go to theatre to watch #AnimalMovie - should I? I mean I am a Quentin Tarantino fan
"#TriptiDimri - Fortunate or unfortunate, she is the most talk of the town both in Animal and in country. Maybe can call overnight star??!!  But she has that glam and charm to glitter the screen!! #Animal #AnimalBoxOffice #Tollywood #Bollywood #AnimalPark #AnimalMovie"
This scene is more famous than the 'Animal' movie itself
Puri animal movie me smj  kakh nhi aya mujhe jbh  🤐🫡
"We've journeyed alongside your career ""train"", yet is it conceivable for you to  once again embrace the 'Animal' from the Dar movie? #AskSrk"
Top 10 India Net Movies (2023)💥  1. #Jawan: 640.25 Cr 2. #Pathaan: 543.09 Cr 3. #Gadar2: 525.70 Cr 4. #Jailer: 348.55 Cr 5. #Leo: 340.51 Cr 6. #Adipurush: 288.15 Cr 7. #Animal: 284.87 Cr *✅ 8. #Tiger3: 281.54 Cr * 9. #TheKeralaStory: 241.74 Cr 10. #PS2: 181.96 Cr  * Not final
Kitne logo ki chaal Animal Movie dekhne ke baad badal gai…..#ANIMAL
Finally watching #AnimalMovie 🖤🖤'
"The Lord #BobbyDeol hugged Shabana ji and Javed ji ❤️  Javed Ji appreciate his performance in #Animal Movie , Cute Moment ❤️  #AnimalPark #AnimalBoxOffice #AnimalMovie #AnimalReview #AnimalTheFilm #RanbirKapoor𓃵 #Animal"
What separates Ranbir Kapoor is: There are serious actors who can’t sell a ticket. Superstars who can’t act and nepo kids who can do nothing. He’s hit all three of ‘em outta the park.  #RanbirKaapor #AnimalMovie #RanbirAnimalFilm
So now Animal is it a flop ? Still less and see the Telugu numbers. Don't say the director that's y it just stays on day 1 that's it the rest depends on movie
@iamsrk #SRK #AskSRK  Sir Dunki movie family ke Sath Dekhne Ja Sakte Hain Na Kahi ANIMAL Movie ki Trah Na Sarminda Hona Pade Family ke samne 🤭🤭
Lol these snowflakes are acting like they were made to watch #AnimalMovie at gunpoint 😂
After watching #AnimalMovie Movie I’m addicted to the intro Bgm 🔥🔥🔥   Thanks to #SandeepReddyVanga  This me right now 🎧😌 #AnimalBoxOffice
To be a support to parents throughout life like this ♥️ #WednesdayMotivation #viralvideo #ChennaiRains #SuhanaKhan #TataMotors #RahulDravid #HrithikRoshan #GandharOil #PILgayaPrashant #Parking #Kaatera #AnimalMovie #War2 #Animal #RanbirKapor CONGRATULATIONS JUNGKOOK
"Tiger 3 ,Animal, Jawan  Yeh movies dekhen lekin Gaari Main TV lagaakr dekhna aur phir Aroob bhabi ko Surprise Karen😝"
I have seen hundreds of movies in theatres. Usually nowadays I  walkout during climax fight. Animal was a rare instance where I never wanted the fight to end. I wanted both Ranbir and Bobby to win. And Uff that song in the background.
Original Moye Moye 🤣 Saari movie reels Mei hi dekh lo😇 #Animal #moyemoye
#AnimalMovie #RanbirKapoor #SandeepReddyVanga #Animal
Disappointed by Tripti Dimri #AnimalMovie
Love at first sight 😍 RK looks 😘 & this song 👌 #AnimalMovie #RanbirKapoor𓃵
Non Tollywood Movies which collected 50CR gross in (Andhra+Nizam)  👉 #Robo (2010) 👉 #I / #Manoharudu (2015) 👉 #2PointO (2018) 👉 #KGF2 (2022) 👉 #Kantara (2022) 👉 #AvatarTheWayOfWater (2022) 👉 #Pathaan (2023) 👉 #Jailer (2023) 👉 #Jawan (2023) 👉 #Animal (2023)
#AnimalMovie
Pehle bhi mein. Animal movie ka hai
#Macherla  Day 5 gross 42k Day 6 gross 49k #Animal
#Animal 6th Day (Wednesday) Collection Estimates  Another EXTRAORDINARY HOLD! It's a MOVEMENT as the film is UNSTOPPABLE right now! It touches 300 cr Net in INDIA & 500 cr Gross WORLDWIDE in just Six Days flat! 💥💣💥💣💥💣  #AnimalTheMovie #AnimalMovie https://www.addatoday.com/2023/12/animal-box-office-collection-estimates-occupancy.html
Bhai animal movie Song by Prabhais I will love it
"Crazy part about Animal success is, no actor or director is tweeting or promoting the film.  Not even twitter or insta influencers are being paid to promote this movie unlike Jawan.  It's just pure craze and mass hysteria.  WOM has spread like fire."
This movie given the besttt Album ruling #Animal ❤️❤️❤️  Em songs ra babu hitlist...!!!
"Animal is hugely popular on the internet. It’s a rage now. Especially Tripti, Bobby entry song, old Ranbir fragment etc."
Another 30+ Cr Day for #Animal 🥳
"Havent watched #Animal yet but many SM accounts (especially the feminists) say it shows toxic masculinity. Whoever is saying this,  1. Please get a life, it's just a movie 2. Movies where female lead slaps the guy are aplenty, your conscience was on vacation then, so shut up now!"
Whole summary of the movie is this meme Template 😂😂😂 #AnimalTheMovie #AnimalMovie #AnimalPark
Animal movie review।। Aapke hisab se movie ko kitne nomber diye Jaye ।। #AnimalTheMovie @RanveerOfficial @aliaa08 @sakpataudi @iamRashmika @TSeries #twitertrend @TwitterIndia
What's next? 300 crore in 6 days! Animal's WILD box office ride is UNSTOPPABLE 🔥  #AnimalTheFilm #AnimalTheMovie #RanbirKapoor #TriptiDimri #koimoi
Opinion about #Animal movie in context with Bhartiya culture as it was before invaders and woman objectification ?
Please inform us if any theaters are screening the movie #Animal without English subtitles. We'll investigate and address it promptly.  Thank you.   (Mention below)
Why are we not talking about the main character relationship with his sisters.. the way he was protective & motivating them to be strong individuals not just a wife or puppet for their husbands 🤷🏻‍♀️ there are many such scenes in movie why aren't those highlighted??!!  #AnimalMovie
Top India Net Movies :   1. #Jawan: 643.87 Cr 2. #Pathaan: 543.05 Cr 3. #Gadar2: 525.45 Cr 4. #Bahubali2 : 510.99 Cr 5. #KGF2 : 434.70 Cr  #Animal and #Dunki to enter in Top 5 ✍🏻🛐
Me after watching Animal movie  Me: Dad neeku evarina enemies unnara? Lepeddam  Dad: unnaru..  Evaru?  Dad: Mee mommy side vallu....
The Animal BGM ft. Hakla PRK  #Animal #AnimalPark
Animal movie funny version 🥱
Animal ki behen #SaloniBatra spotted in town at the movies 🫶
"Top 6 movies of last weekend (1st - 3rd Dec) 1. Ahamefuna: ₦14,068,750 (New) 2. #Themarvels: ₦9,135,246 (-30%) 3. Animal: ₦8,525,293 (New) 4. Hunger Games: ₦7,803,778 (-37%) 5. Silent Night: ₦7,367,807 (New) 6. Renaissance: A film by Beyonce: ₦6,172,482 (New)"
"Don't trust them, they expected 28-35 opening They always underreport RK's movie"
#Arjunreddy and #Animal both heroes from these movie belong to rich class..but for #Spirit hero will be from middle class -Vanga
"Watched Animal movie and it was just awesome, the last fight scene was excellent!! #AnimalTheMovie #RanbirKapoor𓃵 #SandeepReddyVanga #BobbyDeol𓃵"
So I realised that if you say something negative about this stupid movie animal people start fuming at you.  The standards of people have stopped so low that they are now defending something utterly stupid. Animal is a movie with nothing but senseless violence.  This is not “art”
"Ye Animal movie Kahan se mly gae koi bta skta hai kia? Boht hype hai ban gae hai, #RanbirKapoor𓃵 #AnimalTheMovie #AnimalBoxOffice"
Animal movie  Ranbir Kapoor best performance 🔥 #AnimalPark #AnimalReview #AnimalMovieReview #AnimalBoxOffice
Animal movie legit 💯
#RanbirKapoor and #BobbyDeol at Gurudwara.  #Animal #AnimalPark #AnimalReview #AnimalMovieReview #AnimalMovie #AnimalTheMovie #AnimalTheFilm #AnimalBoxOffice
The movie Animal has caused a lot of people to lose their mental balance😂😂🤣🤣
erripuk gaadu konni days lo movie pettkoni errpuk tweets vesthunadu
#RanbirKapoor𓃵  🔥   @imvangasandeep #AnimalMovie
Marathi song in #Animal 🔥 #AnimalMovie #AnimalBoxOffice #RanbirKapoor #BobbyDeol #SandeepReddyVanga
"I won’t watch Animal as I don’t like such genre, but folks like it shouldn’t be given morality lecture. It’s just a film. To each their own  Like I didn’t watch PM Modi movie but I am told it was super hit not just in India but also in many countries where people worship Modi Ji"
Today #Animal is doing better than Yesterday in West Bengal. All Set to Cross 8 Cr Nett Collection in WB today.
@kamaalrkhan animal movie ke collections real hai ya fake  Ispe please video banaye
She literally Manifested it 🤞🙌  Video credit: Surakh ae  #TriptiiDimri #Animal #AnimalPark #RanbirKapoor
The same people who hated Barbie now like the movie Animal.
Animal Takes Over The Nation 🇮🇳🔥  Book your Tickets 🎟️  https://linktr.ee/animal_booktickets #AnimalTakesOverTheNation #AnimalInCinemasNow #Animal #AnimalHuntBegins #BloodyBlockbusterAnimal #AnimalTheFilm @AnimalTheFilm @AnilKapoor #RanbirKapoor @iamRashmika @thedeol @tripti_dimri23 @imvangasandeep #BhushanKumar @VangaPranay @MuradKhetani #KrishanKumar #BablooPrithiveeraj @anilandbhanu @VangaPictures @Cine1Studios @TSeries @tseriessouth @rameemusic @cowvala #ShivChanana @neerajkalyan_24 @supremesundar @sureshsrajan @AAFilmsIndia @SVC_official @NirvanaCinemas @KvnProductions @APIfilms @e4emovies
Never watched a movie but i  am telling  u watching animal is worth it
"I have never liked Ranbir Kapoor as much as I've liked him in #Animal. Keeping every problematic aspect of the movie aside, the man has done a terrific job proving why he's the best of his generation. Full of swag & sheer class! ❤"
Always Rashmika  #AnimalTheFilm #AnimalTheMovie #AnimalMovie #RashmikaMandanna
I still don’t know why feminists are just bashing this beautiful movie just to prove certain points.  You should watch it definitely.  Watched it again today.  Just absolutely beast movie.  Full house in theatre even on working Monday.  #AnimalBoxOffice #AnimalMovie #AnimalMovieReview #AnimalOn1stDec #AnimalTheFilm #AnimalTheMovie #BobbyDeol #RanbirKapoor𓃵
"Is it just me who hasn't watched ""Animal Movie"" yet?"
Covid has finally got me! 😑 Request movie recommendations and cute animals pics 🙂
"So, a big star Bollywood movie with good WOM can enter 1000cr club easily  Meanwhile, a big star Kollywood movie with good WOM still can enter 100cr club only  #Animal #Thunivu"
"One thing I have noticed Whenever #RashmikaMandanna's  haters troll her, she gives a blockbuster. We saw this during movies like Geeta Govindam, Pushpa, Varisu.  Now we are seeing with #Animal.  Apart from this, she is also at number 1 in Bollywood celebrities Ranking. Her IMDB rank is 6 (PAN India )   Now we want those people to troll her like this even during #Girlfriend  release 😊 And don't forget #Pushpa2 please 😊"
rampage ane padhaniki definition ee movie collections
Reels par saath nibhana sathiya Dekho 💀💀mera to reels par sirf serial or animal movie hi dikh rhi hai
Went to doctor...i was last patient... Their whole staff was going to watch #Animal  unbelievable craze for this #RanbirKapoor movie
"wow, two obnoxious movies about dangerous animals?  (Jokes aside Lubezki is a talent and a half)"
"Vanga Bala tho Peta type aged Don character tho movie cheste , like prequel to animal"
Best movie animal must watch
"Indian Movies #NorthAmerica 🇺🇸 🇨🇦 Gross on Wednesday (12/6/12) till 11AM EST:  👉#Animal : $235,009 From 451 Locs  👉#HiNanna : $137,347 From 190 Locs [Premieres]  👉#SamBahadur : $11,911 From 72 Locs  👉#Tiger3 : $897 From 20 Locs"
Mention cat🐈 lovers... #أبوعبيدة #Perletti #พิธาลิ้มเจริญรัตน์ #AUSvPAK #พิธาลิ้มเจริญรัตน์ #AnimalMovie #Gaza_Genocide
"it’s funny how people be talking about the toxicity the movie Animal has, when in reality, when it comes to talking about their unhealthy patterns, they be like it is what it is.  #AnimalTheMovie"
#AnimalTheMovie 🔥>>>  OTT Release Vasthe every Fandom lo Timeline Lo #Animal Clip's Sure Shot Vuntai🔥🔥  Old Song's Recreat  + Movie Songs + #RanbirKapoor attitude Clip's + BGM   @imvangasandeep 😍
No Big Movies Till Salaar or Dunki Release So Animal Can Withstand till 21 dec and Make many records ..
… Arajan Vailly … - Our Punjabis Famous Folklore … & now #Animal movie’s famous song …    It not just narrate us Punjabis’ glorious history… It also speaks about the Soul of us All Punjabis - Fearless Warriors !!!
"If u want to watch Animal pl do so but do watch this movie too, let's know about our greats"
Animal movie So beautiful 🥰 love you  U r my crush #Bhabhi2 @tripti_dimri23
What a Cinema!!!!💥🤌  #AnimalTheMovie #AnimalPark #AnimalReview #AnimalMovie #AnimalMovieReview #AnimalBoxOffice #RanbirKapoor𓃵 #RK #RanbirKapoor
"#Animal Day Wise Overseas Collection -  Day 1 - $4.80M ( Including Premiers ) Day 2 - $4.80M Day 3 - $4.28M Day 4 - $1.95M Day 5 - $1.33M  Total - $17.16M ( ₹143CR )  4th Highest Grossing Film of Bollywood in overseas This Year already... After #Jawan , #Pathaan and #RockyAurRaniKiPremKahani"
"#RanbirKapoor𓃵 entry BGM 🔥🔥  A Sensational Song , And RK Swag is literally mind-blowing and Goosebump.  1000cr loading 🔥🔥🔥  #AnimalTheFilm #RanbirKapoor #AnimalMovie #AnimalReview #AnimalPark #Animal"
We need more pre islamic era Iran songs just like in movie ANIMAL in  mainstream films around world
#Animalmovie OTT streaming date is locked:   #Animal #AnimalTheFilm https://tracktollywood.com/animal-movie-ott-streaming-date-is-locked/
#Animal will be streaming on Netflix and Mostly by the end of January 2024....🔥🪓  Mostly on Jan 26th (Buzz) 🥵  #RanbirKapoor #SandeepReddyVanga #Netflix #RashmikaMandana #AnimalTheFilm #AnimalMovie
"Zoya Ahmed, a muslim girl slept with Hindu Ranvijay Singh in Animal movie.  Sandeep Vanga single handedly destroyed all the liberals & feminists.🔥"
Watched Animal. What a movie.. 🫡 10/10
"One more time, if I listen to Lord Bobby's song, I'm going to start criticizing the animal movie"
#Animalmovie underperforms in certain areas at the box office:   #Animal #AnimalTheFilm https://tracktollywood.com/animal-movie-underperforms-in-certain-areas-at-the-box-office/
agar action movies animal jaise hote hai toh ab mai exclusively romcoms dekhunga
That Tag will and and always belongs to only Rashmika. Rashmika is 3 yrs younger than her😂😂. She is 30 yrs now lol what crush 😂😂. Always  @iamrashmika  🎇🔥  #RashmikaMandanna #AnimalTheMovie #AnimalTheFilm #AnimalMovie
Explanation of Tripti Dimri's role in Animal Movie 😂😂 #Animal #AnimalTheMovie #TriptiDimri #RajasthanCM #RanbirKapoor𓃵 #Bollywood #funny #Meme #RashmikaMandannahot
🤣 🤣 candy crush is more important  #Animal #AnimalBoxOffice #AnimalMovie #AnimalMovieReview #animalmoviememe
Indian Parents do gender based discrimination in raising their children & later complain ki humari beti badi ho kar feminist ban gayi. 😏  #AnimalMovie #HiNanna
"Animal 3Hr ki movie hai, Is it worth watching? Suna hai Bohot females khush nahi hai movie se? Kai log bure reviews de rahe ki bakwas lagi movie.  🤔 I know 18+ hai, But what about the story, Good?"
That Tag will and and always belongs to only Rashmika. Rashmika is 3 yrs younger than her😂😂. She is 30 yrs now lol what crush 😂😂. Always @iamrashmika 🎇🔥  #RashmikaMandanna #AnimalTheMovie #AnimalTheFilm #AnimalMovie https://nitter.woodland.cafe/ThinkMore289/status/1732437293573554323
The Blue Ogre  #TokyoRevengers #angrry #souyakawata #kamatanhoya #fakeblod #Animal #AnimalMovie #anime #animeedit #animegirl
Animal movie ka rashmi ji ka dialogue 😂😂
Feminists are outraging against #AnimalMovie because it shows a Man encouraging & supporting women to be educated & independent. 🤡
What a movie 🥵 #AnimalTheFilm #Animal  just woooow 🔥🔥🔥🔥
"People going gaga over a film like animal is just so problematic. A movie like Sam bahadur which is made on a very inspiring real life hero is being ignored n a movie lyk animal is being celebrated. No wonder, toxicity n violence has become new normal in our society. 😢😢"
What is your favorite game or sport to watch and play?  #deprem #GTA6trailer #mortalcio #opay #2023MAMA #AnimalMovie #AnimalReview
"Unprecedented Unheard no. By #SandeepReddyVanga 🔥  It's more significant bcz it's an ""A""Rated movie.. He had given the Biggest grosser to Shahid Kapoor out of nowhere.. Now he is on a mission to give the Biggest grosser to Ranbir Kapoor..  #Animal"
"Aadhe log shaadi mein ja rahe hai, bache hue Animal movie dekhne."
Tripti Dimri  Next movie #Animal 😎
"Subconsciously, we (the people) love violence.   If Gandhi is great then why is there no threat? (to the film ""ANIMAL"")  Another truth is we are suffering from the disease called ""अतिअंधत्व""   This movie is profit driven violence business.  we're investing money to run this ..."
Just came out of #AnimalMovie .. exceptionally well written characters and human drama .. Amazing performances .. only thing I didn’t like is  15-20 mins of action before interval.. rest everything is simply stunning and the way human drama executed is never seen before on screen
Animal superhit best movie good luck बहुत-बहुत badhiya movie show time everything best movie
Crossed #Leo & #Vikram movie lifetime with just 5 days😲🔥🔥🔥🔥  #Jailer - 650crs also will be crossed..  Top 5 Highest grosser of 2023 1. #Jawan - 1100crs+ 2. #Pathaan - 1050crs+ 3. #Gadar2 - 680crs+ 4. #Jailer - 650crs+ 5. #Animal - 481crs+ (5 days)
Admit it...Ranbir Kapoor is the real superstar of Bollywood...What a terrific performance.   #AnimalTheMovie #AnimalBoxOffice #AnimalMovie #RanbirKapoor𓃵 #RashmikaMandanna #BobbyDeol𓃵 #AnimalPark #TriptiDimri #AnilKapoor
"Lol are you fr dude? Being a man I found this movie based on toxic masculinity where toxicity is glorified to godly level. Normalizing cheating, abusing, violence and portraying women as an object in 2023, this just disgust me a lot.  #AnimalTheFilm #AnimalMovie"
"It’s honestly funny how people in the paleo community push for T. rex to be portrayed as an animal rather then movie monster or Kaiju, but many proceeds to awesomebro Rex into its bite force can instant kill any rival sized opponents with just one bite"
"Joke apart, Nollywood movies dominated by Igbo people taught other African countries that cannibalism is real in Igbo land they believed it as if there are no animals meant for eating in Igbo land. Nollywood has no limit for some certain things."
